id,theme,character,scene,prop,src,prompt_en,prompt_zh,desc_kid
fai_wizard_castle_wand,fairy,wizard,castle,wand,./assets/images/fai_wizard_castle_wand.webp,"a cute young wizard with starry hat in front of a grand fairytale castle, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_wizard_castle_crystal,fairy,wizard,castle,crystal,./assets/images/fai_wizard_castle_crystal.webp,"a cute young wizard with starry hat in front of a grand fairytale castle, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在雄偉的童話城堡前，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在雄偉的童話城堡前，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_wizard_castle_spellbook,fairy,wizard,castle,spellbook,./assets/images/fai_wizard_castle_spellbook.webp,"a cute young wizard with starry hat in front of a grand fairytale castle, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_wizard_castle_sparkles,fairy,wizard,castle,sparkles,./assets/images/fai_wizard_castle_sparkles.webp,"a cute young wizard with starry hat in front of a grand fairytale castle, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在雄偉的童話城堡前，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在雄偉的童話城堡前，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_wizard_ruins_wand,fairy,wizard,ruins,wand,./assets/images/fai_wizard_ruins_wand.webp,"a cute young wizard with starry hat exploring ancient glowing ruins in the forest, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_wizard_ruins_crystal,fairy,wizard,ruins,crystal,./assets/images/fai_wizard_ruins_crystal.webp,"a cute young wizard with starry hat exploring ancient glowing ruins in the forest, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_wizard_ruins_spellbook,fairy,wizard,ruins,spellbook,./assets/images/fai_wizard_ruins_spellbook.webp,"a cute young wizard with starry hat exploring ancient glowing ruins in the forest, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_wizard_ruins_sparkles,fairy,wizard,ruins,sparkles,./assets/images/fai_wizard_ruins_sparkles.webp,"a cute young wizard with starry hat exploring ancient glowing ruins in the forest, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_wizard_glade_wand,fairy,wizard,glade,wand,./assets/images/fai_wizard_glade_wand.webp,"a cute young wizard with starry hat in an enchanted glowing forest glade, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_wizard_glade_crystal,fairy,wizard,glade,crystal,./assets/images/fai_wizard_glade_crystal.webp,"a cute young wizard with starry hat in an enchanted glowing forest glade, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_wizard_glade_spellbook,fairy,wizard,glade,spellbook,./assets/images/fai_wizard_glade_spellbook.webp,"a cute young wizard with starry hat in an enchanted glowing forest glade, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_wizard_glade_sparkles,fairy,wizard,glade,sparkles,./assets/images/fai_wizard_glade_sparkles.webp,"a cute young wizard with starry hat in an enchanted glowing forest glade, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在閃著光的魔法森林空地上，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在閃著光的魔法森林空地上，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_wizard_tower_wand,fairy,wizard,tower,wand,./assets/images/fai_wizard_tower_wand.webp,"a cute young wizard with starry hat at the foot of a tall magical tower, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在高聳的魔法塔下，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在高聳的魔法塔下，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_wizard_tower_crystal,fairy,wizard,tower,crystal,./assets/images/fai_wizard_tower_crystal.webp,"a cute young wizard with starry hat at the foot of a tall magical tower, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在高聳的魔法塔下，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在高聳的魔法塔下，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_wizard_tower_spellbook,fairy,wizard,tower,spellbook,./assets/images/fai_wizard_tower_spellbook.webp,"a cute young wizard with starry hat at the foot of a tall magical tower, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在高聳的魔法塔下，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在高聳的魔法塔下，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_wizard_tower_sparkles,fairy,wizard,tower,sparkles,./assets/images/fai_wizard_tower_sparkles.webp,"a cute young wizard with starry hat at the foot of a tall magical tower, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：戴星空帽的小魔法師在高聳的魔法塔下，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 戴星空帽的小魔法師在高聳的魔法塔下，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_knight_castle_wand,fairy,knight,castle,wand,./assets/images/fai_knight_castle_wand.webp,"a brave little knight in shiny armor in front of a grand fairytale castle, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_knight_castle_crystal,fairy,knight,castle,crystal,./assets/images/fai_knight_castle_crystal.webp,"a brave little knight in shiny armor in front of a grand fairytale castle, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在雄偉的童話城堡前，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在雄偉的童話城堡前，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_knight_castle_spellbook,fairy,knight,castle,spellbook,./assets/images/fai_knight_castle_spellbook.webp,"a brave little knight in shiny armor in front of a grand fairytale castle, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_knight_castle_sparkles,fairy,knight,castle,sparkles,./assets/images/fai_knight_castle_sparkles.webp,"a brave little knight in shiny armor in front of a grand fairytale castle, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在雄偉的童話城堡前，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在雄偉的童話城堡前，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_knight_ruins_wand,fairy,knight,ruins,wand,./assets/images/fai_knight_ruins_wand.webp,"a brave little knight in shiny armor exploring ancient glowing ruins in the forest, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_knight_ruins_crystal,fairy,knight,ruins,crystal,./assets/images/fai_knight_ruins_crystal.webp,"a brave little knight in shiny armor exploring ancient glowing ruins in the forest, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_knight_ruins_spellbook,fairy,knight,ruins,spellbook,./assets/images/fai_knight_ruins_spellbook.webp,"a brave little knight in shiny armor exploring ancient glowing ruins in the forest, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_knight_ruins_sparkles,fairy,knight,ruins,sparkles,./assets/images/fai_knight_ruins_sparkles.webp,"a brave little knight in shiny armor exploring ancient glowing ruins in the forest, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_knight_glade_wand,fairy,knight,glade,wand,./assets/images/fai_knight_glade_wand.webp,"a brave little knight in shiny armor in an enchanted glowing forest glade, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_knight_glade_crystal,fairy,knight,glade,crystal,./assets/images/fai_knight_glade_crystal.webp,"a brave little knight in shiny armor in an enchanted glowing forest glade, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_knight_glade_spellbook,fairy,knight,glade,spellbook,./assets/images/fai_knight_glade_spellbook.webp,"a brave little knight in shiny armor in an enchanted glowing forest glade, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_knight_glade_sparkles,fairy,knight,glade,sparkles,./assets/images/fai_knight_glade_sparkles.webp,"a brave little knight in shiny armor in an enchanted glowing forest glade, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在閃著光的魔法森林空地上，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_knight_tower_wand,fairy,knight,tower,wand,./assets/images/fai_knight_tower_wand.webp,"a brave little knight in shiny armor at the foot of a tall magical tower, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在高聳的魔法塔下，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在高聳的魔法塔下，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_knight_tower_crystal,fairy,knight,tower,crystal,./assets/images/fai_knight_tower_crystal.webp,"a brave little knight in shiny armor at the foot of a tall magical tower, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在高聳的魔法塔下，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在高聳的魔法塔下，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_knight_tower_spellbook,fairy,knight,tower,spellbook,./assets/images/fai_knight_tower_spellbook.webp,"a brave little knight in shiny armor at the foot of a tall magical tower, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在高聳的魔法塔下，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在高聳的魔法塔下，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_knight_tower_sparkles,fairy,knight,tower,sparkles,./assets/images/fai_knight_tower_sparkles.webp,"a brave little knight in shiny armor at the foot of a tall magical tower, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿著閃亮盔甲的小騎士在高聳的魔法塔下，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿著閃亮盔甲的小騎士在高聳的魔法塔下，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_princess_castle_wand,fairy,princess,castle,wand,./assets/images/fai_princess_castle_wand.webp,"a kind young princess in flowing dress in front of a grand fairytale castle, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在雄偉的童話城堡前，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_princess_castle_crystal,fairy,princess,castle,crystal,./assets/images/fai_princess_castle_crystal.webp,"a kind young princess in flowing dress in front of a grand fairytale castle, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在雄偉的童話城堡前，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在雄偉的童話城堡前，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_princess_castle_spellbook,fairy,princess,castle,spellbook,./assets/images/fai_princess_castle_spellbook.webp,"a kind young princess in flowing dress in front of a grand fairytale castle, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在雄偉的童話城堡前，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_princess_castle_sparkles,fairy,princess,castle,sparkles,./assets/images/fai_princess_castle_sparkles.webp,"a kind young princess in flowing dress in front of a grand fairytale castle, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在雄偉的童話城堡前，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在雄偉的童話城堡前，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_princess_ruins_wand,fairy,princess,ruins,wand,./assets/images/fai_princess_ruins_wand.webp,"a kind young princess in flowing dress exploring ancient glowing ruins in the forest, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在森林裡發光的古代遺跡中探險，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_princess_ruins_crystal,fairy,princess,ruins,crystal,./assets/images/fai_princess_ruins_crystal.webp,"a kind young princess in flowing dress exploring ancient glowing ruins in the forest, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在森林裡發光的古代遺跡中探險，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_princess_ruins_spellbook,fairy,princess,ruins,spellbook,./assets/images/fai_princess_ruins_spellbook.webp,"a kind young princess in flowing dress exploring ancient glowing ruins in the forest, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在森林裡發光的古代遺跡中探險，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
fai_princess_ruins_sparkles,fairy,princess,ruins,sparkles,./assets/images/fai_princess_ruins_sparkles.webp,"a kind young princess in flowing dress exploring ancient glowing ruins in the forest, surrounded by floating golden sparkles, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在森林裡發光的古代遺跡中探險，身邊飄著金色的仙塵！這是一張童話世界的快樂畫面～
fai_princess_glade_wand,fairy,princess,glade,wand,./assets/images/fai_princess_glade_wand.webp,"a kind young princess in flowing dress in an enchanted glowing forest glade, holding a sparkling magic wand, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在閃著光的魔法森林空地上，揮舞著一支閃閃發亮的魔法棒！這是一張童話世界的快樂畫面～
fai_princess_glade_crystal,fairy,princess,glade,crystal,./assets/images/fai_princess_glade_crystal.webp,"a kind young princess in flowing dress in an enchanted glowing forest glade, holding a glowing magical crystal, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在閃著光的魔法森林空地上，捧著一顆會發光的魔法水晶！這是一張童話世界的快樂畫面～
fai_princess_glade_spellbook,fairy,princess,glade,spellbook,./assets/images/fai_princess_glade_spellbook.webp,"a kind young princess in flowing dress in an enchanted glowing forest glade, holding a thick glowing spellbook, fairy tale theme, vibrant 2D vector art style, flat colors, suitable for children's illustration, clean background, cute and engaging, high resolution --ar 4:3",請畫一張童話風格的圖：穿長裙的小公主在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書。以鮮豔的2D向量插畫呈現，色塊扁平、背景乾淨，適合小朋友觀看的童趣風格。,📸 穿長裙的小公主在閃著光的魔法森林空地上，翻著一本會發光的厚厚魔法書！這是一張童話世界的快樂畫面～
